Home/Neutral,PTS,Visitor/Neutral,PTS_1,Spread,Total,Result,Home_AdjOE,Home_Off_TO,Home_Off_OR,Home_Off_FTRate,Home_AdjDE,Home_Def_TO,Home_Def_OR,Home_Def_FTRate,Home_3P,Home_2P,Home_FT,Home_Tempo_Adj,Home_Avg_Poss_Length_Offense,Home_Avg_Poss_Length_Defense,Home_EffHgt,Home_Experience,Home_Continuity,Home_Best_Rank,Home_Top_50_Finishes,Home_opp_shooting_3P,Home_opp_shooting_2P,Home_opp_shooting_FT,Away_AdjOE,Away_Off_TO,Away_Off_OR,Away_Off_FTRate,Away_AdjDE,Away_Def_TO,Away_Def_OR,Away_Def_FTRate,Away_3P,Away_2P,Away_FT,Away_Tempo_Adj,Away_Avg_Poss_Length_Offense,Away_Avg_Poss_Length_Defense,Away_EffHgt,Away_Experience,Away_Continuity,Away_Best_Rank,Away_Top_50_Finishes,Away_opp_shooting_3P,Away_opp_shooting_2P,Away_opp_shooting_FT,Predicted_score_Home,Predicted_score_away,Predicted_tempo,Predicted_spread,Predicted_total,Predicted_Result
Mississippi,73,Auburn,82,-9,155,0,107,18.5,34,28.7,101.2,17.8,30.6,30.2,29.7,49.1,69.6,65.9,17.8,17.9,0,107,39.3,15.31,3,34.7,46.6,72.7,111.7,18.5,34.4,35.6,93.4,19.3,31.2,38.1,29.2,52.6,69,67.8,17.1,17.8,1.1,111.7,58.1,17.76,4,27.2,45.1,70.1,65.31056578,72.16681578,66.85,6.85625,137.4773816,0
Tennessee,77,Vanderbilt,68,9,145,1,111.3,18.9,37.9,31.5,83.8,24,27.2,34.1,32.3,50.1,73,66.6,17.6,17.9,1.6,111.3,49.5,24.31,7,21.9,43.4,73.1,111.6,17,31.9,30.1,105.3,15.7,29.4,31.1,32.1,48.6,71.9,65.9,18.6,17.1,1,111.6,49.5,15.68,3,32.6,50.3,71.6,75.47034567,59.92534567,66.25,-15.545,135.3956913,1
Arkansas,69,Alabama,84,-15,153,0,112,18.8,31.3,38.1,92.8,21.3,27.8,36.7,31,54.5,70.3,69.2,17.2,17.2,0.4,112,16.6,20.41,4,31.4,45.6,69.5,116.1,19.1,33.6,38.9,90.1,16.3,27.7,30.8,34.8,52.7,72.8,73.5,15.1,17.5,1.9,116.1,26.1,21.14,3,26.1,42.5,71.6,70.81891662,74.17071662,71.35,3.3518,144.9896332,0
Georgia,58,Mississippi St.,50,8,108,1,106.8,19.7,32.7,38.5,102.7,16.9,29.9,27.1,32.6,47.5,72.9,67.5,17.6,17.7,0.8,106.8,36.4,13.55,2,29.8,49.7,70.1,104.9,19.1,35.4,33.5,90.1,23.5,29,24.7,27.6,49.5,62.9,63.8,18.5,17.9,1.4,104.9,42,15.92,3,30.8,44.4,72.4,61.86737556,67.39192556,65.65,5.52455,129.2593011,0
Texas A&M,82,Missouri,64,18,146,1,115.3,18,37.4,45,99.2,21,29.5,37.6,31.9,51.5,74.3,66.6,17.3,17.9,-0.3,115.3,53.6,15.2,4,33.1,46,71.6,119.2,16.2,27.9,31.5,105.8,24.7,37.2,35,35.9,57.3,75.7,70,16,17.4,-1,119.2,18.3,16.3,4,35,51.6,73.2,80.83273939,77.48863939,68.3,-3.3441,158.3213788,1
Alabama,106,LSU,66,40,172,1,116.1,19.1,33.6,38.9,90.1,16.3,27.7,30.8,34.8,52.7,72.8,73.5,15.1,17.5,1.9,116.1,26.1,21.14,3,26.1,42.5,71.6,106.1,18.9,30.8,32.8,102.5,18.6,29.7,27.1,32.9,46.5,70.8,65.4,17.8,18,1.6,106.1,6.6,20.06,6,32.6,51.8,71.3,80.43225293,63.37545293,69.45,-17.0568,143.8077059,1
Auburn,69,Mississippi St.,63,6,132,1,111.7,18.5,34.4,35.6,93.4,19.3,31.2,38.1,29.2,52.6,69,67.8,17.1,17.8,1.1,111.7,58.1,17.76,4,27.2,45.1,70.1,104.9,19.1,35.4,33.5,90.1,23.5,29,24.7,27.6,49.5,62.9,63.8,18.5,17.9,1.4,104.9,42,15.92,3,30.8,44.4,72.4,65.22950559,61.42650559,65.8,-3.803,126.6560112,1
Florida,73,Missouri,64,9,137,1,106.9,16.6,24.1,34.8,91,18.3,28.8,27.5,32.4,49.8,74.5,69,17.3,17,1.3,106.9,37.3,27,15,30.8,43.1,70.9,119.2,16.2,27.9,31.5,105.8,24.7,37.2,35,35.9,57.3,75.7,70,16,17.4,-1,119.2,18.3,16.3,4,35,51.6,73.2,76.38857961,73.15107961,69.5,-3.2375,149.5396592,1
Mississippi,58,Georgia,62,-4,120,0,107,18.5,34,28.7,101.2,17.8,30.6,30.2,29.7,49.1,69.6,65.9,17.8,17.9,0,107,39.3,15.31,3,34.7,46.6,72.7,106.8,19.7,32.7,38.5,102.7,16.9,29.9,27.1,32.6,47.5,72.9,67.5,17.6,17.7,0.8,106.8,36.4,13.55,2,29.8,49.7,70.1,71.37048575,68.73658575,66.7,-2.6339,140.1070715,1
South Carolina,53,Texas A&M,94,-41,147,0,102.4,20,33.6,26,108.4,16.2,31.6,28.3,32.5,45,63.6,63.9,18.7,17.8,1,102.4,16,13.82,3,35.3,53.9,67.3,115.3,18,37.4,45,99.2,21,29.5,37.6,31.9,51.5,74.3,66.6,17.3,17.9,-0.3,115.3,53.6,15.2,4,33.1,46,71.6,64.56631215,77.48656215,65.25,12.92025,142.0528743,0
Tennessee,56,Kentucky,63,-7,119,0,111.3,18.9,37.9,31.5,83.8,24,27.2,34.1,32.3,50.1,73,66.6,17.6,17.9,1.6,111.3,49.5,24.31,7,21.9,43.4,73.1,116.1,17,37.7,29.9,100.6,17.6,25.7,28,36.6,50,69,65.5,17.4,18.3,0.8,116.1,40.5,40.58,21,33.3,48.5,75.9,72.14268897,62.71668897,66.05,-9.426,134.8593779,1
Vanderbilt,97,Arkansas,84,13,181,1,111.6,17,31.9,30.1,105.3,15.7,29.4,31.1,32.1,48.6,71.9,65.9,18.6,17.1,1,111.6,49.5,15.68,3,32.6,50.3,71.6,112,18.8,31.3,38.1,92.8,21.3,27.8,36.7,31,54.5,70.3,69.2,17.2,17.2,0.4,112,16.6,20.41,4,31.4,45.6,69.5,68.68073925,75.89468925,67.55,7.21395,144.5754285,0
Kentucky,85,Georgia,71,14,156,1,116.1,17,37.7,29.9,100.6,17.6,25.7,28,36.6,50,69,65.5,17.4,18.3,0.8,116.1,40.5,40.58,21,33.3,48.5,75.9,106.8,19.7,32.7,38.5,102.7,16.9,29.9,27.1,32.6,47.5,72.9,67.5,17.6,17.7,0.8,106.8,36.4,13.55,2,29.8,49.7,70.1,77.21247905,68.13147905,66.5,-9.081,145.3439581,1
Mississippi St.,59,Tennessee,70,-11,129,0,104.9,19.1,35.4,33.5,90.1,23.5,29,24.7,27.6,49.5,62.9,63.8,18.5,17.9,1.4,104.9,42,15.92,3,30.8,44.4,72.4,111.3,18.9,37.9,31.5,83.8,24,27.2,34.1,32.3,50.1,73,66.6,17.6,17.9,1.6,111.3,49.5,24.31,7,21.9,43.4,73.1,56.10718547,62.88758547,65.2,6.7804,118.9947709,0
South Carolina,58,Mississippi,70,-12,128,0,102.4,20,33.6,26,108.4,16.2,31.6,28.3,32.5,45,63.6,63.9,18.7,17.8,1,102.4,16,13.82,3,35.3,53.9,67.3,107,18.5,34,28.7,101.2,17.8,30.6,30.2,29.7,49.1,69.6,65.9,17.8,17.9,0,107,39.3,15.31,3,34.7,46.6,72.7,65.52602542,71.68422542,64.9,6.1582,137.2102508,0
Vanderbilt,66,Alabama,78,-12,144,0,111.6,17,31.9,30.1,105.3,15.7,29.4,31.1,32.1,48.6,71.9,65.9,18.6,17.1,1,111.6,49.5,15.68,3,32.6,50.3,71.6,116.1,19.1,33.6,38.9,90.1,16.3,27.7,30.8,34.8,52.7,72.8,73.5,15.1,17.5,1.9,116.1,26.1,21.14,3,26.1,42.5,71.6,68.93708631,81.16798631,69.7,12.2309,150.1050726,0
LSU,49,Auburn,67,-18,116,0,106.1,18.9,30.8,32.8,102.5,18.6,29.7,27.1,32.9,46.5,70.8,65.4,17.8,18,1.6,106.1,6.6,20.06,6,32.6,51.8,71.3,111.7,18.5,34.4,35.6,93.4,19.3,31.2,38.1,29.2,52.6,69,67.8,17.1,17.8,1.1,111.7,58.1,17.76,4,27.2,45.1,70.1,64.4725324,72.7627324,66.6,8.2902,137.2352648,0
Missouri,79,Arkansas,76,3,155,1,119.2,16.2,27.9,31.5,105.8,24.7,37.2,35,35.9,57.3,75.7,70,16,17.4,-1,119.2,18.3,16.3,4,35,51.6,73.2,112,18.8,31.3,38.1,92.8,21.3,27.8,36.7,31,54.5,70.3,69.2,17.2,17.2,0.4,112,16.6,20.41,4,31.4,45.6,69.5,76.00913296,78.54593296,69.6,2.5368,154.5550659,0
Texas A&M,54,Florida,52,2,106,1,115.3,18,37.4,45,99.2,21,29.5,37.6,31.9,51.5,74.3,66.6,17.3,17.9,-0.3,115.3,53.6,15.2,4,33.1,46,71.6,106.9,16.6,24.1,34.8,91,18.3,28.8,27.5,32.4,49.8,74.5,69,17.3,17,1.3,106.9,37.3,27,15,30.8,43.1,70.9,70.21757263,68.58197263,67.8,-1.6356,138.7995453,1
Arkansas,69,Mississippi,57,12,126,1,112,18.8,31.3,38.1,92.8,21.3,27.8,36.7,31,54.5,70.3,69.2,17.2,17.2,0.4,112,16.6,20.41,4,31.4,45.6,69.5,107,18.5,34,28.7,101.2,17.8,30.6,30.2,29.7,49.1,69.6,65.9,17.8,17.9,0,107,39.3,15.31,3,34.7,46.6,72.7,74.62513925,64.07343925,67.55,-10.5517,138.6985785,1
Georgia,82,Vanderbilt,85,-3,167,0,106.8,19.7,32.7,38.5,102.7,16.9,29.9,27.1,32.6,47.5,72.9,67.5,17.6,17.7,0.8,106.8,36.4,13.55,2,29.8,49.7,70.1,111.6,17,31.9,30.1,105.3,15.7,29.4,31.1,32.1,48.6,71.9,65.9,18.6,17.1,1,111.6,49.5,15.68,3,32.6,50.3,71.6,72.97128575,72.93868575,66.7,-0.0326,145.9099715,1
Kentucky,76,Texas A&M,67,9,143,1,116.1,17,37.7,29.9,100.6,17.6,25.7,28,36.6,50,69,65.5,17.4,18.3,0.8,116.1,40.5,40.58,21,33.3,48.5,75.9,115.3,18,37.4,45,99.2,21,29.5,37.6,31.9,51.5,74.3,66.6,17.3,17.9,-0.3,115.3,53.6,15.2,4,33.1,46,71.6,74.38838897,73.28468897,66.05,-1.1037,147.6730779,1
LSU,56,Tennessee,77,-21,133,0,106.1,18.9,30.8,32.8,102.5,18.6,29.7,27.1,32.9,46.5,70.8,65.4,17.8,18,1.6,106.1,6.6,20.06,6,32.6,51.8,71.3,111.3,18.9,37.9,31.5,83.8,24,27.2,34.1,32.3,50.1,73,66.6,17.6,17.9,1.6,111.3,49.5,24.31,7,21.9,43.4,73.1,57.56921229,71.84321229,66,14.274,129.4124246,0
Mississippi St.,59,Florida,61,-2,120,0,104.9,19.1,35.4,33.5,90.1,23.5,29,24.7,27.6,49.5,62.9,63.8,18.5,17.9,1.4,104.9,42,15.92,3,30.8,44.4,72.4,106.9,16.6,24.1,34.8,91,18.3,28.8,27.5,32.4,49.8,74.5,69,17.3,17,1.3,106.9,37.3,27,15,30.8,43.1,70.9,61.8930257,61.1234257,66.4,-0.7696,123.0164514,1
Missouri,64,Alabama,85,-21,149,0,119.2,16.2,27.9,31.5,105.8,24.7,37.2,35,35.9,57.3,75.7,70,16,17.4,-1,119.2,18.3,16.3,4,35,51.6,73.2,116.1,19.1,33.6,38.9,90.1,16.3,27.7,30.8,34.8,52.7,72.8,73.5,15.1,17.5,1.9,116.1,26.1,21.14,3,26.1,42.5,71.6,76.37353003,83.91403003,71.75,7.5405,160.2875601,0
South Carolina,66,Auburn,81,-15,147,0,102.4,20,33.6,26,108.4,16.2,31.6,28.3,32.5,45,63.6,63.9,18.7,17.8,1,102.4,16,13.82,3,35.3,53.9,67.3,111.7,18.5,34.4,35.6,93.4,19.3,31.2,38.1,29.2,52.6,69,67.8,17.1,17.8,1.1,111.7,58.1,17.76,4,27.2,45.1,70.1,61.32693226,75.82848226,65.85,14.50155,137.1554145,0
Arkansas,60,LSU,40,20,100,1,112,18.8,31.3,38.1,92.8,21.3,27.8,36.7,31,54.5,70.3,69.2,17.2,17.2,0.4,112,16.6,20.41,4,31.4,45.6,69.5,106.1,18.9,30.8,32.8,102.5,18.6,29.7,27.1,32.9,46.5,70.8,65.4,17.8,18,1.6,106.1,6.6,20.06,6,32.6,51.8,71.3,75.22940587,63.23060587,67.3,-11.9988,138.4600117,1
Mississippi,77,Missouri,89,-12,166,0,107,18.5,34,28.7,101.2,17.8,30.6,30.2,29.7,49.1,69.6,65.9,17.8,17.9,0,107,39.3,15.31,3,34.7,46.6,72.7,119.2,16.2,27.9,31.5,105.8,24.7,37.2,35,35.9,57.3,75.7,70,16,17.4,-1,119.2,18.3,16.3,4,35,51.6,73.2,74.78635265,78.45055265,67.95,3.6642,153.2369053,0
Vanderbilt,53,Kentucky,69,-16,122,0,111.6,17,31.9,30.1,105.3,15.7,29.4,31.1,32.1,48.6,71.9,65.9,18.6,17.1,1,111.6,49.5,15.68,3,32.6,50.3,71.6,116.1,17,37.7,29.9,100.6,17.6,25.7,28,36.6,50,69,65.5,17.4,18.3,0.8,116.1,40.5,40.58,21,33.3,48.5,75.9,71.96545223,76.50985223,65.7,4.5444,148.4753045,0
Alabama,66,Mississippi St.,63,3,129,1,116.1,19.1,33.6,38.9,90.1,16.3,27.7,30.8,34.8,52.7,72.8,73.5,15.1,17.5,1.9,116.1,26.1,21.14,3,26.1,42.5,71.6,104.9,19.1,35.4,33.5,90.1,23.5,29,24.7,27.6,49.5,62.9,63.8,18.5,17.9,1.4,104.9,42,15.92,3,30.8,44.4,72.4,71.01042612,61.82162612,68.65,-9.1888,132.8320522,1
Auburn,63,Texas A&M,79,-16,142,0,111.7,18.5,34.4,35.6,93.4,19.3,31.2,38.1,29.2,52.6,69,67.8,17.1,17.8,1.1,111.7,58.1,17.76,4,27.2,45.1,70.1,115.3,18,37.4,45,99.2,21,29.5,37.6,31.9,51.5,74.3,66.6,17.3,17.9,-0.3,115.3,53.6,15.2,4,33.1,46,71.6,72.70065251,69.72225251,67.2,-2.9784,142.422905,1
Florida,81,South Carolina,60,21,141,1,106.9,16.6,24.1,34.8,91,18.3,28.8,27.5,32.4,49.8,74.5,69,17.3,17,1.3,106.9,37.3,27,15,30.8,43.1,70.9,102.4,20,33.6,26,108.4,16.2,31.6,28.3,32.5,45,63.6,63.9,18.7,17.8,1,102.4,16,13.82,3,35.3,53.9,67.3,74.82980237,58.77725237,66.45,-16.05255,133.6070547,1
Tennessee,70,Georgia,41,29,111,1,111.3,18.9,37.9,31.5,83.8,24,27.2,34.1,32.3,50.1,73,66.6,17.6,17.9,1.6,111.3,49.5,24.31,7,21.9,43.4,73.1,106.8,19.7,32.7,38.5,102.7,16.9,29.9,27.1,32.6,47.5,72.9,67.5,17.6,17.7,0.8,106.8,36.4,13.55,2,29.8,49.7,70.1,74.62027249,57.43057249,67.05,-17.1897,132.050845,1
Georgia,81,South Carolina,78,3,159,1,106.8,19.7,32.7,38.5,102.7,16.9,29.9,27.1,32.6,47.5,72.9,67.5,17.6,17.7,0.8,106.8,36.4,13.55,2,29.8,49.7,70.1,102.4,20,33.6,26,108.4,16.2,31.6,28.3,32.5,45,63.6,63.9,18.7,17.8,1,102.4,16,13.82,3,35.3,53.9,67.3,73.93645223,65.80075223,65.7,-8.1357,139.7372045,1
Texas A&M,72,Vanderbilt,66,6,138,1,115.3,18,37.4,45,99.2,21,29.5,37.6,31.9,51.5,74.3,66.6,17.3,17.9,-0.3,115.3,53.6,15.2,4,33.1,46,71.6,111.6,17,31.9,30.1,105.3,15.7,29.4,31.1,32.1,48.6,71.9,65.9,18.6,17.1,1,111.6,49.5,15.68,3,32.6,50.3,71.6,78.12034567,70.12784567,66.25,-7.9925,148.2481913,1
Alabama,101,Vanderbilt,44,57,145,1,116.1,19.1,33.6,38.9,90.1,16.3,27.7,30.8,34.8,52.7,72.8,73.5,15.1,17.5,1.9,116.1,26.1,21.14,3,26.1,42.5,71.6,111.6,17,31.9,30.1,105.3,15.7,29.4,31.1,32.1,48.6,71.9,65.9,18.6,17.1,1,111.6,49.5,15.68,3,32.6,50.3,71.6,82.66798631,67.43708631,69.7,-15.2309,150.1050726,1
Arkansas,81,Texas A&M,70,11,151,1,112,18.8,31.3,38.1,92.8,21.3,27.8,36.7,31,54.5,70.3,69.2,17.2,17.2,0.4,112,16.6,20.41,4,31.4,45.6,69.5,115.3,18,37.4,45,99.2,21,29.5,37.6,31.9,51.5,74.3,66.6,17.3,17.9,-0.3,115.3,53.6,15.2,4,33.1,46,71.6,73.64602598,70.04112598,67.9,-3.6049,143.687152,1
Mississippi,66,Kentucky,75,-9,141,0,107,18.5,34,28.7,101.2,17.8,30.6,30.2,29.7,49.1,69.6,65.9,17.8,17.9,0,107,39.3,15.31,3,34.7,46.6,72.7,116.1,17,37.7,29.9,100.6,17.6,25.7,28,36.6,50,69,65.5,17.4,18.3,0.8,116.1,40.5,40.58,21,33.3,48.5,75.9,68.94325223,73.81615223,65.7,4.8729,142.7594045,0
South Carolina,51,Mississippi St.,66,-15,117,0,102.4,20,33.6,26,108.4,16.2,31.6,28.3,32.5,45,63.6,63.9,18.7,17.8,1,102.4,16,13.82,3,35.3,53.9,67.3,104.9,19.1,35.4,33.5,90.1,23.5,29,24.7,27.6,49.5,62.9,63.8,18.5,17.9,1.4,104.9,42,15.92,3,30.8,44.4,72.4,57.40281522,69.18361522,63.85,11.7808,126.5864304,0
Auburn,94,Georgia,73,21,167,1,111.7,18.5,34.4,35.6,93.4,19.3,31.2,38.1,29.2,52.6,69,67.8,17.1,17.8,1.1,111.7,58.1,17.76,4,27.2,45.1,70.1,106.8,19.7,32.7,38.5,102.7,16.9,29.9,27.1,32.6,47.5,72.9,67.5,17.6,17.7,0.8,106.8,36.4,13.55,2,29.8,49.7,70.1,75.5451926,64.4388926,67.65,-11.1063,139.9840852,1
Florida,67,Tennessee,54,13,121,1,106.9,16.6,24.1,34.8,91,18.3,28.8,27.5,32.4,49.8,74.5,69,17.3,17,1.3,106.9,37.3,27,15,30.8,43.1,70.9,111.3,18.9,37.9,31.5,83.8,24,27.2,34.1,32.3,50.1,73,66.6,17.6,17.9,1.6,111.3,49.5,24.31,7,21.9,43.4,73.1,59.64077263,66.00557263,67.8,6.3648,125.6463453,0
Missouri,87,LSU,77,10,164,1,119.2,16.2,27.9,31.5,105.8,24.7,37.2,35,35.9,57.3,75.7,70,16,17.4,-1,119.2,18.3,16.3,4,35,51.6,73.2,106.1,18.9,30.8,32.8,102.5,18.6,29.7,27.1,32.9,46.5,70.8,65.4,17.8,18,1.6,106.1,6.6,20.06,6,32.6,51.8,71.3,80.54201927,72.40741927,67.7,-8.1346,152.9494385,1
Kentucky,72,Florida,67,5,139,1,116.1,17,37.7,29.9,100.6,17.6,25.7,28,36.6,50,69,65.5,17.4,18.3,0.8,116.1,40.5,40.58,21,33.3,48.5,75.9,106.9,16.6,24.1,34.8,91,18.3,28.8,27.5,32.4,49.8,74.5,69,17.3,17,1.3,106.9,37.3,27,15,30.8,43.1,70.9,70.19812919,68.96712919,67.25,-1.231,139.1652584,1
LSU,69,Alabama,79,-10,148,0,106.1,18.9,30.8,32.8,102.5,18.6,29.7,27.1,32.9,46.5,70.8,65.4,17.8,18,1.6,106.1,6.6,20.06,6,32.6,51.8,71.3,116.1,19.1,33.6,38.9,90.1,16.3,27.7,30.8,34.8,52.7,72.8,73.5,15.1,17.5,1.9,116.1,26.1,21.14,3,26.1,42.5,71.6,64.87545293,78.93225293,69.45,14.0568,143.8077059,0
Mississippi St.,63,Missouri,52,11,115,1,104.9,19.1,35.4,33.5,90.1,23.5,29,24.7,27.6,49.5,62.9,63.8,18.5,17.9,1.4,104.9,42,15.92,3,30.8,44.4,72.4,119.2,16.2,27.9,31.5,105.8,24.7,37.2,35,35.9,57.3,75.7,70,16,17.4,-1,119.2,18.3,16.3,4,35,51.6,73.2,72.24899246,69.81239246,66.9,-2.4366,142.0613849,1
South Carolina,63,Arkansas,65,-2,128,0,102.4,20,33.6,26,108.4,16.2,31.6,28.3,32.5,45,63.6,63.9,18.7,17.8,1,102.4,16,13.82,3,35.3,53.9,67.3,112,18.8,31.3,38.1,92.8,21.3,27.8,36.7,31,54.5,70.3,69.2,17.2,17.2,0.4,112,16.6,20.41,4,31.4,45.6,69.5,61.56360573,76.83420573,66.55,15.2706,138.3978115,0
Tennessee,46,Auburn,43,3,89,1,111.3,18.9,37.9,31.5,83.8,24,27.2,34.1,32.3,50.1,73,66.6,17.6,17.9,1.6,111.3,49.5,24.31,7,21.9,43.4,73.1,111.7,18.5,34.4,35.6,93.4,19.3,31.2,38.1,29.2,52.6,69,67.8,17.1,17.8,1.1,111.7,58.1,17.76,4,27.2,45.1,70.1,68.53425251,60.85185251,67.2,-7.6824,129.386105,1
Texas A&M,82,Georgia,57,25,139,1,115.3,18,37.4,45,99.2,21,29.5,37.6,31.9,51.5,74.3,66.6,17.3,17.9,-0.3,115.3,53.6,15.2,4,33.1,46,71.6,106.8,19.7,32.7,38.5,102.7,16.9,29.9,27.1,32.6,47.5,72.9,67.5,17.6,17.7,0.8,106.8,36.4,13.55,2,29.8,49.7,70.1,77.30227249,67.75627249,67.05,-9.546,145.058545,1
Vanderbilt,74,Mississippi,71,3,145,1,111.6,17,31.9,30.1,105.3,15.7,29.4,31.1,32.1,48.6,71.9,65.9,18.6,17.1,1,111.6,49.5,15.68,3,32.6,50.3,71.6,107,18.5,34,28.7,101.2,17.8,30.6,30.2,29.7,49.1,69.6,65.9,17.8,17.9,0,107,39.3,15.31,3,34.7,46.6,72.7,72.57535894,70.74585894,65.9,-1.8295,143.3212179,1
St. John's,86,DePaul,67,19,153,1,108.3,18.2,33.2,26.6,99.9,20.1,26.7,30.6,33.6,49.9,66.9,73.1,15.1,17.5,0.4,108.3,52,12.6,1,34.6,50.5,70,107.7,18.4,26.2,29.2,105.2,18.4,33.9,38.3,35.8,46.6,74.9,69,16.5,17.7,-0.6,107.7,23.1,8.12,0,34.8,50.2,70.6,78.62715656,72.93520656,71.05,-5.69195,151.5623631,1
Georgetown,89,Xavier,102,-13,191,0,105.5,17.5,30.4,30,108.6,16,31,24.2,31.6,48.6,69.7,67.9,17,17.6,1.4,105.5,2.9,18.19,7,38.1,50,72.8,120.5,17.3,31,31.7,101.5,17,26.4,26.8,40.4,54.4,72.2,71.3,16,16.9,1.5,120.5,61.2,21.03,11,37,48.5,70,72.52913296,86.41073296,69.6,13.8816,158.9398659,0
Marquette,69,Creighton,58,11,127,1,120.8,15.5,26.3,27.6,98.7,23,31.9,29.4,35,60.2,71.2,68.8,15.5,18.8,0.4,120.8,51.6,19.06,6,35.1,50.6,68.9,114.6,15.9,25.9,27.9,93.3,15.3,22.9,18.1,34.6,55.5,74.4,68.1,17.2,16.9,1.6,114.6,53.3,18.95,4,33.4,45.8,71.8,76.21546941,74.16786941,68.45,-2.0476,150.3833388,1
Butler,46,Connecticut,68,-22,114,0,104.8,17.8,20.9,27.3,99.2,18.7,29,21,34.9,49.1,73.2,65.9,17.5,17.8,0.8,104.8,39.9,17.03,8,32.1,51,70.9,119.3,18.2,37.9,33.6,94.2,20,25.5,40.5,36.2,52.9,74.5,67.1,17.6,17,1,119.3,31.9,24.47,13,29.6,45.7,73.2,64.04547905,75.51297905,66.5,11.4675,139.5584581,0
Seton Hall,67,Providence,71,-4,138,0,107,20.9,32,42.7,92.9,20.9,30.3,30.5,32.1,49.6,67.5,66.5,17.2,17.8,0.6,107,39.6,15.21,1,29.1,47.1,71.2,116.6,18.2,37,38.9,98.8,16.9,26.3,25.5,34.4,52.6,74,66.8,17.8,17.2,0.2,116.6,24.9,15.65,2,32.3,47.8,71.7,68.71875908,69.68480908,66.65,0.96605,138.4035682,0
Connecticut,84,Georgetown,73,11,157,1,119.3,18.2,37.9,33.6,94.2,20,25.5,40.5,36.2,52.9,74.5,67.1,17.6,17,1,119.3,31.9,24.47,13,29.6,45.7,73.2,105.5,17.5,30.4,30,108.6,16,31,24.2,31.6,48.6,69.7,67.9,17,17.6,1.4,105.5,2.9,18.19,7,38.1,50,72.8,84.49351257,63.95851257,67.5,-20.535,148.4520251,1
Providence,103,Marquette,98,5,201,1,116.6,18.2,37,38.9,98.8,16.9,26.3,25.5,34.4,52.6,74,66.8,17.8,17.2,0.2,116.6,24.9,15.65,2,32.3,47.8,71.7,120.8,15.5,26.3,27.6,98.7,23,31.9,29.4,35,60.2,71.2,68.8,15.5,18.8,0.4,120.8,51.6,19.06,6,35.1,50.6,68.9,76.31957263,77.73497263,67.8,1.4154,154.0545453,0
Xavier,73,Seton Hall,70,3,143,1,120.5,17.3,31,31.7,101.5,17,26.4,26.8,40.4,54.4,72.2,71.3,16,16.9,1.5,120.5,61.2,21.03,11,37,48.5,70,107,20.9,32,42.7,92.9,20.9,30.3,30.5,32.1,49.6,67.5,66.5,17.2,17.8,0.6,107,39.6,15.21,1,29.1,47.1,71.2,76.2243595,71.3482595,68.9,-4.8761,147.572619,1
Villanova,78,St. John's,63,15,141,1,112.7,16.6,23,31.7,101.8,17.4,25.9,27.5,33.3,53.4,82.9,63.5,19.1,17.5,-0.2,112.7,50.5,29.6,14,34.8,50.5,77.2,108.3,18.2,33.2,26.6,99.9,20.1,26.7,30.6,33.6,49.9,66.9,73.1,15.1,17.5,0.4,108.3,52,12.6,1,34.6,50.5,70,75.02723939,71.81973939,68.3,-3.2075,146.8469788,1
Creighton,78,Butler,56,22,134,1,114.6,15.9,25.9,27.9,93.3,15.3,22.9,18.1,34.6,55.5,74.4,68.1,17.2,16.9,1.6,114.6,53.3,18.95,4,33.4,45.8,71.8,104.8,17.8,20.9,27.3,99.2,18.7,29,21,34.9,49.1,73.2,65.9,17.5,17.8,0.8,104.8,39.9,17.03,8,32.1,51,70.9,74.43174581,62.41274581,67,-12.019,136.8444916,1
Creighton,80,DePaul,65,15,145,1,114.6,15.9,25.9,27.9,93.3,15.3,22.9,18.1,34.6,55.5,74.4,68.1,17.2,16.9,1.6,114.6,53.3,18.95,4,33.4,45.8,71.8,107.7,18.4,26.2,29.2,105.2,18.4,33.9,38.3,35.8,46.6,74.9,69,16.5,17.7,-0.6,107.7,23.1,8.12,0,34.8,50.2,70.6,80.23197277,65.84457277,68.55,-14.3874,146.0765455,1
Marquette,83,Seton Hall,69,14,152,1,120.8,15.5,26.3,27.6,98.7,23,31.9,29.4,35,60.2,71.2,68.8,15.5,18.8,0.4,120.8,51.6,19.06,6,35.1,50.6,68.9,107,20.9,32,42.7,92.9,20.9,30.3,30.5,32.1,49.6,67.5,66.5,17.2,17.8,0.6,107,39.6,15.21,1,29.1,47.1,71.2,75.0716426,68.1596426,67.65,-6.912,143.2312852,1
Connecticut,74,Villanova,66,8,140,1,119.3,18.2,37.9,33.6,94.2,20,25.5,40.5,36.2,52.9,74.5,67.1,17.6,17,1,119.3,31.9,24.47,13,29.6,45.7,73.2,112.7,16.6,23,31.7,101.8,17.4,25.9,27.5,33.3,53.4,82.9,63.5,19.1,17.5,-0.2,112.7,50.5,29.6,14,34.8,50.5,77.2,77.34813883,66.57553883,65.3,-10.7726,143.9236777,1
St. John's,79,Xavier,84,-5,163,0,108.3,18.2,33.2,26.6,99.9,20.1,26.7,30.6,33.6,49.9,66.9,73.1,15.1,17.5,0.4,108.3,52,12.6,1,34.6,50.5,70,120.5,17.3,31,31.7,101.5,17,26.4,26.8,40.4,54.4,72.2,71.3,16,16.9,1.5,120.5,61.2,21.03,11,37,48.5,70,77.20412011,83.35732011,72.2,6.1532,160.5614402,0
